accession,date,pango
OC998466.1,2020-11-14,B.1.177
OM150552.1,2021-12-07,AY.43
MZ257798.1,2021-03-23,B.1.575
MZ152383.1,2021-04-17,B.1.1.7
OM094393.1,2021-12-22,BA.1.15
ON338395.1,2021-12-29,AY.25
MZ060927.1,2021-04-11,B.1.1.7
OU796275.1,2021-05-25,AY.4
MZ242200.1,2021-04-29,B.1.1.7
OM119778.1,2021-12-23,BA.1.15
OL996710.1,2021-12-08,AY.25
OM082385.1,2021-12-20,AY.44
ON487602.1,2021-08-28,AY.26
MW864118.1,2021-03-18,B.1.1.7
OM074283.1,2021-12-16,AY.98.1
OL895971.1,2021-11-20,AY.3
OB982784.1,2020-10-15,B.1.177
MZ053550.1,2021-04-15,B.1.1.7
OA995139.1,2020-09-08,AD.2
OL936102.1,2021-12-03,AY.39
OM696447.1,2022-02-01,BA.1.1
OD961652.1,2021-01-27,B.1.1.7
MZ013529.1,2021-04-02,B.1.1.7
OM653258.1,2022-01-19,BA.1.1.18
MW929698.1,2020-12-04,B.1.234
OM096932.1,2021-12-18,AY.39
MZ283958.1,2021-04-21,B.1.1.7
OM690796.1,2021-10-27,AY.44
OD923545.1,2020-12-26,B.1.1.7
MW590942.2,2021-01-26,B.1.596
MZ472041.1,2021-04-29,B.1.637
OL909958.1,2021-10-11,AY.44
OX080609.1,2022-01-12,BA.1.15.1
OW469435.1,2021-11-05,AY.4
OD918747.1,2020-12-18,B.1.469
MZ024863.1,2021-03-30,B.1.429
OW107168.1,2021-12-13,AY.4
OL929143.1,2021-11-16,AY.103
OL819619.1,2021-11-30,AY.119
OU447298.1,2021-07-04,AY.4
MW993970.1,2021-03-16,B.1.427
OM173824.1,2021-12-23,BA.1
OK147461.1,2021-04-17,B.1.1.7
OD943749.1,2021-01-13,B.1.1.7
OL860332.1,2021-11-19,AY.103
OD910138.1,2020-12-09,B.1.177
OM116038.1,2021-12-20,BA.1
OM322094.1,2021-12-21,BA.1.1
MZ500049.1,2021-03-01,B.1.1.7
OL869779.1,2021-11-19,AY.25.1
OL843604.1,2021-11-20,AY.26
OD909797.1,2020-12-10,B.1.177.16
OL540771.1,2021-01-05,B.1.2
MZ195913.1,2021-04-25,B.1.1.7
OL897948.1,2021-12-07,AY.3
OM499738.1,2022-01-19,BA.1.1
OV007523.1,2021-10-13,AY.4
OK219201.1,2021-04-05,P.1
ON070249.1,2021-12-29,AY.103
MZ491970.1,2021-06-04,B.1.1.7
ON157715.1,2022-01-28,BA.1.1
OC995865.1,2020-11-05,B.1.177.16
MZ622659.1,2020-11-29,B.1.2
OL991182.1,2021-12-01,AY.103
MZ270364.1,2021-04-30,B.1.1.7
OL871934.1,2021-11-16,AY.100
OM448029.1,2022-01-17,BA.1.1
ON276505.1,2022-01-06,BA.1.1
OM644820.1,2022-01-30,BA.1.1
OM214296.1,2021-12-11,AY.100
OM035370.1,2021-12-13,AY.103
MZ354551.1,2021-05-13,B.1.1.7
MW781404.1,2021-02-25,B.1.429
MW968792.1,2021-03-25,B.1.526
OL931986.1,2021-11-19,AY.103
OK657772.1,2020-12-15,B.1.311
OU802012.1,2021-07-13,AY.4
OM096015.1,2021-12-05,AY.100
OL369627.1,2021-04-28,B.1.1.7
OM226209.1,2021-12-28,BA.1.18
OU792377.1,2021-09-03,AY.4.3
MZ207388.1,2021-05-06,B.1.526
OU662589.1,2021-08-06,AY.4
OL957667.1,2021-11-30,AY.44
OD910598.1,2020-12-07,B.1.177.57
OU448333.1,2021-07-05,AY.4
OK194240.1,2021-03-27,B.1.409
OM800645.1,2022-01-25,BA.1.15
OM370445.1,2022-01-05,BA.1.1
OM402593.1,2021-12-30,B.1.1
MW804406.1,2021-02-28,B.1.1.7
OM569900.1,2021-12-12,AY.25
OM528418.1,2022-01-20,BA.1.1
MW703021.1,2021-01-18,B.1.429
OL826093.1,2020-11-14,B.1.2
OD919097.1,2020-12-13,B.1.1.7
OU534571.1,2021-07-24,AY.4
ON304731.1,2022-01-15,BA.1.1
OM511098.1,2022-01-24,BA.1
OU029653.1,2021-03-07,B.1.1.7
OM155609.1,2021-12-22,BA.1.1
OL939272.1,2021-11-23,AY.100
ON099660.1,2022-01-17,BA.1.1
ON202037.1,2022-01-20,BA.1.1
MZ353771.1,2021-05-22,B.1.1.7
OD947195.1,2021-01-22,B.1.1.7
MZ341775.1,2021-05-11,B.1.1.7
MZ188534.1,2021-04-18,B.1.1.7
OL782771.1,2021-10-21,AY.44
MW891967.1,2021-03-24,B.1.2
OM355767.1,2021-12-23,BA.1.1
OU396127.1,2021-06-05,AY.4
MW912026.1,2021-03-20,B.1.1.7
MZ444428.1,2021-01-24,B.1.400
OU476118.1,2021-06-02,B.1.1.7
OM369847.1,2022-01-04,BA.1.15
MW930770.1,2021-04-06,B.1.1.7
MW963269.1,2021-03-16,P.1
OL825819.1,2020-09-23,B.1.240
OM331185.1,2022-01-04,BA.1.18
OV006519.1,2021-10-11,AY.4
MW779055.1,2021-02-22,B.1.2
OL912165.1,2021-12-10,AY.103
OL928556.1,2021-11-11,AY.25
OM290769.1,2021-12-29,BA.1.1
OU800219.1,2021-09-14,AY.4
MZ415083.1,2021-05-13,B.1.1.7
OW471483.1,2022-01-18,BA.2.10
OD974894.1,2021-01-29,B.1.1.7
MZ402246.1,2021-05-17,B.1.1.7
ON023447.1,2021-12-20,BA.1
MZ037623.1,2021-03-31,B.1.1.7
OL731243.1,2021-11-07,AY.3
MW929780.1,2021-03-25,B.1.311
OM223919.1,2021-12-15,AY.119.2
OM047873.1,2021-11-29,AY.3
OW461654.1,2021-12-28,BA.1.15.1
MW945253.1,2021-03-17,B.1.234
MW974084.1,2020-11-18,B.1.240
OD900092.1,2020-11-14,B.1.1.138
ON281445.1,2021-08-02,AY.43
OW471373.1,2021-12-29,AY.4
MZ100970.1,2021-04-15,B.1.1.7
MZ281608.1,2021-05-06,B.1.1.7
OL991464.1,2021-12-02,AY.5.3
OW097199.1,2021-12-01,AY.4.2.2
OM047907.1,2021-12-14,BA.1.18
OD911169.1,2020-12-13,B.1.177
OL676155.1,2020-10-19,B.1
ON725668.1,2021-08-24,AY.3.1
OL736773.1,2021-11-16,AY.25.1
MW820276.1,2021-03-10,B.1.1.7
MZ257328.1,2021-03-22,B.1.637
OC996540.1,2020-11-01,B.1.1.7
OB994899.1,2020-11-04,B.1.177
ON316213.1,2021-12-30,BA.1
MZ244789.1,2021-05-08,B.1.1.7
OM644624.1,2022-01-29,BA.1.1.18
OL858328.1,2021-11-28,AY.119
OK124531.1,2021-07-23,B.1.617.2
MW155042.1,2020-09-02,D.2
OM913344.1,2022-01-28,BA.1.1
OD964107.1,2021-01-29,B.1.1.7
OM664340.1,2022-01-17,BA.1.1
OB993645.1,2020-11-01,B.1.1.311
OM667160.1,2022-01-28,BA.1.1
OU448100.1,2021-07-06,AY.4
MZ917886.1,2020-10-28,B.1
OX088086.1,2021-12-27,BA.1.16
OW093144.2,2021-12-28,BA.1
OM139213.1,2021-12-13,AY.103
OM495463.1,2022-01-13,BA.1.1
ON382314.1,2021-11-30,AY.3
OD940399.1,2021-01-17,B.1.1.7
OM355028.1,2022-01-07,BA.1.1
OL934097.1,2021-12-09,AY.103
MZ666519.1,2021-03-15,B.1.429
ON435126.1,2021-09-02,AY.43
OM086353.1,2021-12-21,BA.1.15
OM082111.1,2021-12-02,AY.44
OM361543.1,2022-01-06,BA.1.1
ON618960.1,2021-07-27,AY.25.1
OM529406.1,2022-01-23,BA.1.1
OL745687.1,2021-11-30,AY.3
OM671083.1,2022-01-25,BA.1.1.18
OU392369.1,2021-06-23,AY.120
MW777409.1,2021-02-18,B.1.2
OM297261.1,2021-12-27,AY.39
ON339275.1,2021-12-15,BA.1
MW796913.1,2021-03-03,B.1.2
OM769015.1,2022-02-01,BA.1.1
MZ244595.1,2021-05-08,B.1.1.7
OL994617.1,2021-12-09,BA.1.1
OD961759.1,2021-01-26,B.1.1.7
MW850020.1,2021-03-04,B.1.427
OM096808.1,2021-12-18,BA.1.15
OL743793.1,2021-10-26,AY.100
OW477557.1,2022-01-17,BA.1.1
MZ498361.1,2021-05-03,B.1.1.7
OM202451.1,2021-12-19,AY.43
BS002019.1,2021-08-30,AY.29
OV002394.1,2021-10-14,AY.4
MZ185839.1,2021-04-20,B.1.1.7
OA981779.1,2020-09-16,B.1.177.57
OD962835.1,2021-01-23,B.1.1.7
OM685477.1,2022-01-22,BA.1.18
OL820648.1,2021-11-10,AY.39
OL901028.1,2021-11-12,AY.54
OM519825.1,2022-01-18,BA.1.1
OM419632.1,2022-01-10,BA.1.1.18
OM121048.1,2021-12-13,AY.25
MW906618.1,2021-03-22,B.1.1.7
OU395168.1,2021-05-03,B.1.1.7
OL721193.1,2021-11-23,AY.103
OL985543.1,2021-12-11,AY.25.1
MZ316726.1,2021-05-15,B.1.1.519
OM761302.1,2022-01-27,BA.1.15
MZ206633.1,2021-04-12,B.1.1.7
OL365106.1,2021-04-11,B.1.429
MZ321722.1,2021-04-29,B.1.1.7
OL991808.1,2021-12-03,AY.113
OB995928.1,2020-10-20,B.1.177
OM388174.1,2022-01-04,BA.1.1
OU957889.1,2021-09-17,AY.9.2
OW098836.1,2021-12-13,unclassifiable
MZ167699.1,2021-04-12,B.1.1.7
OU862340.1,2021-08-09,AY.4
OD912243.1,2020-12-16,B.1.1.7
MZ340783.1,2021-05-05,B.1.1.7
ON485810.1,2021-08-02,B.1.617.2
OL887633.1,2021-11-18,AY.122
OM195325.1,2021-12-27,BA.1.1
MW897359.1,2021-03-19,B.1.1.519
MZ639581.1,2021-03-29,B.1.526
OM352496.1,2021-12-30,BA.1.1
ON425502.1,2021-12-27,BA.1.15
MZ895662.1,2021-01-03,B.1.1
OM622708.1,2022-01-17,BA.1.1
OC998889.1,2020-11-11,AD.2
ON437664.1,2021-09-04,AY.122
MZ470742.1,2021-01-27,B.1.400
OM414586.1,2021-12-30,BA.1.15
ON602376.1,2021-02-09,B.1.2
OL929176.1,2021-11-16,AY.36
ON446938.1,2021-12-06,AY.43
OM639181.1,2022-01-23,BA.1.1
OK232730.1,2021-06-01,B.1.1.7
OM086058.1,2021-12-21,BA.1.1
OM086729.1,2021-12-21,BA.1.1
OL824526.1,2021-12-04,AY.100
OL776908.1,2021-11-11,AY.117
OM017639.1,2021-12-17,BA.1.1
MZ321702.1,2021-04-29,B.1.1.7
OD994005.1,2021-02-14,B.1.1.7
OB990709.1,2020-11-02,B.1.177
OM447573.1,2022-01-16,BA.1.1
OD945186.1,2021-01-17,B.1.1.7
ON069970.1,2022-01-25,BA.1.1
OU957864.1,2021-09-14,AY.43
OA989956.1,2020-09-24,B.1.177
OB988932.1,2020-10-26,B.1.177
BS001351.1,2021-07-05,B.1.1.7
OV308141.1,2021-08-08,AY.58
MZ718829.1,2021-03-24,B.1.1.7
OB991730.1,2020-10-24,B.1.177.20
OD996989.1,2021-02-13,B.1.1.7
OM621204.1,2022-01-30,BA.1.15
OM464404.1,2022-01-15,BA.1.15
OL709279.1,2021-11-14,AY.44
OL718085.1,2021-11-20,AY.103
OU489324.1,2021-07-18,AY.6
OL947761.1,2021-11-05,AY.110
OL776203.1,2021-11-10,AY.103
OM189770.1,2021-12-08,AY.46
OU896943.1,2021-09-28,AY.4.2
MZ213965.1,2021-04-12,B.1.526
MW495878.1,2020-12-03,B.1.1
OU012564.1,2021-02-15,B.1.1.7
OM431104.1,2022-01-12,BA.1.1
OM156280.1,2021-12-22,AY.103
OA985184.1,2020-09-23,B.1.177.10
ON583009.1,2021-12-10,AY.99.2
OM667320.1,2022-01-29,BA.1.1
OM076345.1,2021-12-15,AY.103
MZ207179.1,2021-01-04,B.1.568
OM133829.1,2021-12-21,BA.1.18
ON272125.1,2021-12-30,BA.1.17
MW494393.1,2021-01-02,B.1.243
MW905936.1,2021-03-17,B.1.1.7
OU423649.1,2021-05-01,B.1.617.2
OM246504.1,2021-11-23,AY.103
OL945382.1,2021-11-27,AY.103
OM130363.1,2021-11-16,AY.119
MZ061262.1,2021-04-09,B.1.1.7
OL884787.1,2021-11-16,AY.25
OM031980.1,2021-11-24,AY.3
OM159296.1,2021-12-18,BA.1.15
OD940037.1,2021-01-13,B.1.1.7
OU997333.1,2021-10-23,AY.5
MZ296732.1,2021-04-15,B.1.1.7
OL887125.1,2021-11-17,AY.100
OC999204.1,2020-10-30,B.1.177
OD934435.1,2021-01-06,B.1.177
OM006140.1,2021-12-12,AY.44
ON189294.1,2022-01-29,BA.1.1
OD943706.1,2021-01-11,B.1.1.7
OL889276.1,2021-11-21,AY.20
OM080735.1,2021-12-08,AY.25
OD989295.1,2021-02-02,B.1.1.7
OM665708.1,2022-01-27,BA.1.1
OM036791.1,2021-12-14,AY.113
OL997210.1,2021-12-09,AY.25
MZ718893.1,2021-03-27,B.1.526
MZ354184.1,2021-05-12,B.1.526
OM921841.1,2021-12-28,AY.44
MW403548.1,2020-10-10,B.1.2
MZ722237.1,2020-12-29,B.1.1.222
OU809315.1,2020-12-20,B.1.1.198
OD918307.1,2020-12-19,B.1.1.7
OM053923.1,2021-12-11,BA.1.1
OV005523.1,2021-10-18,AY.4
OD953094.1,2021-01-22,B.1.1.7
OM648732.1,2021-12-28,BA.1.1
OU796819.1,2021-09-05,AY.4
OL711325.1,2021-11-15,AY.44
MZ015052.1,2021-04-07,B.1.1.7
MZ268355.1,2021-05-04,B.1.526
ON217075.1,2021-01-07,B.1.429
OM510788.1,2022-01-20,BA.1.1
OV320247.1,2021-11-29,AY.4.8
MZ572280.1,2021-06-14,B.1.526
OL926335.1,2021-11-22,AY.3
MZ424089.1,2021-05-16,B.1.526
OU013042.1,2021-02-18,B.1.1.7
OM446718.1,2022-01-14,BA.1.1
MZ270958.1,2021-04-16,B.1.1.7
MW882700.1,2020-12-22,B.1.1
OL933635.1,2021-12-06,AY.100
OD898566.1,2020-11-18,B.1.177
ON645095.1,2022-01-05,BA.1.15
OM395205.1,2022-01-18,BA.1
OL769889.1,2021-11-02,AY.119
OM198419.1,2021-12-27,BA.1.15
OM133409.1,2021-12-23,BA.1.15
MW975413.1,2021-02-13,B.1.526
OD916285.1,2020-12-16,B.1.177
OK435170.1,2021-02-11,B.1.2
MZ154121.1,2021-04-17,B.1.1.7
OK320968.1,2021-07-21,B.1.617.2
MZ083440.1,2021-03-31,B.1.526
OD911001.1,2020-12-13,B.1.462
MZ356599.1,2021-05-18,P.1.10
OL963294.1,2021-11-05,AY.103
OL929952.1,2021-11-17,AY.25
OL332383.1,2021-01-18,B.1.239
MW617735.1,2021-02-02,B.1.243
OM316479.1,2020-11-17,B.1.2
OD971014.1,2021-02-03,B.1.1.7
ON011033.1,2022-01-13,BA.1.1
ON582509.1,2021-11-06,AY.43.2
OW412060.1,2022-01-19,BA.1
OC998913.1,2020-11-11,B.1.177
OW474761.1,2022-01-28,BA.1.17.2
OM333655.1,2021-12-07,B.1.617.2
OL844327.1,2020-12-15,B.1.232
OL910709.1,2021-12-08,AY.103
OD973416.1,2021-02-01,B.1.1.7
OW121334.1,2022-01-28,BA.1
OB996899.1,2020-11-08,B.1.177
OM099147.1,2021-12-19,AY.39
ON184860.1,2021-06-03,P.1
OM310757.1,2022-01-04,BA.1.1
OM625200.1,2022-01-25,BA.1.1
OD994781.1,2021-02-11,AA.4
MZ239965.1,2021-04-16,B.1.1.7
OM306931.1,2022-01-06,BA.1.1
OL761046.1,2021-11-17,AY.103
OD937548.1,2021-01-12,B.1.1.7
OM036942.1,2021-12-14,BA.1.15
OV002565.1,2021-10-13,AY.4
OD971886.1,2021-02-04,B.1.1.7
MZ360174.1,2021-05-14,B.1.1.7
MW894372.1,2021-03-18,B.1.1.7
OM173102.1,2021-12-22,BA.1.1
ON028761.1,2021-12-30,AY.119.2
OU391639.1,2021-06-21,AY.4
OW096137.1,2021-12-18,BA.1.17.2
OK653475.1,2020-12-15,B.1.311
OM202616.1,2022-01-03,BA.1.1
MZ321044.1,2021-05-04,B.1.1.7
MW345280.1,2020-11-12,B.1.2
MW877243.1,2021-03-10,B.1.1.7
OU858992.1,2021-09-30,AY.4
OM865673.1,2022-01-25,BA.1.15
ON105427.1,2022-01-11,BA.1.1
ON487233.1,2021-08-23,AY.26
OD996455.1,2021-02-12,B.1.1.7
OL967364.1,2021-11-29,AY.103
OD942573.1,2021-01-14,B.1.1.7
OV108361.1,2021-11-03,AY.122
MZ001499.1,2021-03-26,B.1.526
OM573935.1,2022-01-28,BA.1.15
OM161578.1,2021-12-17,BA.1.15
OM394033.1,2022-01-15,BA.1.1
OU818581.1,2021-04-13,B.1.1.7
ON582613.1,2021-11-13,AY.99.2
MW667279.1,2021-01-25,B.1.2
MZ450693.1,2021-06-11,P.1
OL334786.1,2021-10-09,B.1
OM007777.1,2021-12-08,AY.103
OU737134.1,2021-07-31,AY.4
OW472799.1,2021-12-30,BA.1.17.2
OA997268.1,2020-10-03,B.1.177
OM315433.1,2020-11-24,B.1.2
OD936710.1,2020-12-14,B.1.177.7
OM225301.1,2021-12-27,BA.1.19
OD917176.1,2020-12-11,B.1.177
OM308460.1,2021-12-28,AY.3
MZ317253.1,2021-05-11,B.1.1.7
OB988544.1,2020-10-22,B.1.389
OL786269.1,2021-11-16,AY.103
MW990826.1,2021-03-30,B.1.1.7
OM431448.1,2022-01-12,BA.1.1.18
MZ038645.1,2021-04-07,B.1.1.7
OM407921.1,2022-01-05,BA.1.1
OD938383.1,2021-01-11,B.1.1.7
OM585086.1,2022-01-21,BA.1.1
OL968960.1,2021-12-02,AY.100
OD941344.1,2021-01-13,B.1.1.7
MZ351744.1,2021-04-10,B.1.1.7
OL777466.1,2021-11-12,AY.44
ON113706.1,2021-03-30,B.1.234
OM236179.1,2021-12-27,BA.1.15
MZ498721.1,2021-01-13,B.1.2
OD932227.1,2021-01-04,B.1.1.7
MW975050.1,2021-02-04,B.1.110.3
ON269469.1,2021-11-17,B.1.617.2
MZ454516.1,2021-05-03,B.1.526
OM963023.1,2022-01-14,BA.1.15
OD918210.1,2020-12-19,B.1.1.7
OM621336.1,2022-01-30,BA.1.15
OM135144.1,2021-12-21,BA.1.1
OL858287.1,2021-11-28,AY.103
OM044214.1,2021-12-15,AY.103
OL907579.1,2021-11-17,AY.103
OD966628.1,2021-01-26,B.1.1.7
MW485906.1,2021-01-07,B.1.429
OD937827.1,2021-01-12,B.1.1.7
MZ599979.1,2021-05-03,B.1.429
OM175738.1,2021-12-22,AY.103
OM335387.1,2021-12-30,BA.1
OB998959.1,2020-11-08,B.1.177
OX081858.1,2022-01-03,BA.1.17.2
OU819373.1,2021-06-07,B.1.1.7
ON104055.1,2022-01-20,BA.1.1.18
MW972520.1,2021-01-06,B.1.2
MZ084884.1,2021-04-09,B.1.1.7
ON274501.1,2021-12-09,AY.4
MW566214.1,2020-12-30,B.1.2
OW413880.1,2022-01-17,BA.1
OU395207.1,2021-01-18,B.1.1.7
OM461197.1,2021-12-30,BA.1.15
OM159630.1,2021-12-19,BA.1.1
OM370214.1,2022-01-04,AY.25.1
OD928153.1,2020-12-30,B.1.1.7
OV008713.1,2021-10-12,AY.4
MZ186569.1,2021-04-20,B.1.526
OL918507.1,2021-12-01,AY.103
MZ354684.1,2021-05-14,B.1.1.7
OW479912.1,2022-01-02,BA.1.1
OM147847.1,2021-07-17,AY.47
OM498511.1,2022-01-18,BA.1.1
OM015663.1,2021-12-11,AY.44
OU417928.1,2021-06-29,AY.4
MZ149432.1,2021-04-30,B.1.1.7
OL746883.1,2021-10-27,AY.3
MZ331168.1,2021-05-10,B.1.637
OM445194.1,2022-01-04,BA.1.1.18
OM461285.1,2022-01-05,BA.1.1
OU475436.1,2021-05-25,B.1.1.7
OM411192.1,2022-01-11,BA.1.15
OM055361.1,2021-12-16,BA.1.15
OW091712.1,2022-01-27,BA.1.1
OW103063.1,2021-12-31,BA.1
OW467620.1,2022-01-15,BA.2
OM201092.1,2021-12-27,BA.1.1
ON220602.1,2021-12-31,BA.1.1
MZ075116.1,2021-04-03,B.1.429
OL883628.1,2021-12-01,AY.25
MZ288347.1,2021-05-01,B.1.526
ON473006.1,2021-11-23,AY.26
OM017541.1,2021-12-17,BA.1
MZ619151.1,2021-01-05,B.1.2
MZ058793.1,2021-04-12,B.1.1.519
ON516969.1,2022-01-13,BA.1.15
OW092472.1,2021-11-26,AY.4.2
OL997325.1,2021-12-09,AY.103
MZ475623.1,2021-05-11,B.1.1.7
OD972801.1,2021-01-29,B.1.1.7
ON434298.1,2021-11-11,AY.43
OM018990.1,2021-12-14,AY.25
OL939455.1,2021-11-23,AY.103
MZ321384.1,2021-05-11,B.1.1.7
OM357509.1,2021-12-30,BA.1.1
OL747533.1,2021-11-13,AY.120.1
MZ637930.1,2021-02-19,B.1.526
OX076372.1,2022-01-24,BA.1.1
OD969485.1,2021-01-30,B.1.1.7
OM017588.1,2021-12-17,AY.39
OL475440.1,2021-03-09,B.1.1.7
MW689913.1,2021-02-15,B.1.1.7
MZ258876.1,2021-03-15,B.1.429
MZ917108.1,2021-04-29,P.1
OD959997.1,2021-01-05,B.1.1.7
OM398381.1,2022-01-08,BA.1.1
MZ003214.1,2021-03-29,B.1.1.7
MZ704331.1,2021-07-11,P.1.17
ON510343.1,2021-12-29,BA.1.1.18
OU389215.1,2021-06-15,AY.4
OM306763.1,2022-01-04,BA.1.1.18
OD923176.1,2020-12-27,B.1.1.7
MZ131122.1,2021-04-13,B.1.637
OM644869.1,2022-01-30,BA.1
MZ724269.1,2021-04-23,B.1.1.7
MW667321.1,2021-01-24,B.1.2
MZ127165.1,2021-04-21,B.1.1.7
OB997715.1,2020-11-07,B.1.177
MZ536425.1,2021-06-21,P.1
ON264227.1,2022-01-26,BA.1.1
OV319970.1,2021-11-29,AY.4
MZ239547.1,2021-04-23,B.1.1.7
OU030951.1,2021-01-16,B.1.1.7
OK118420.1,2021-08-07,B.1.1.7
OU813190.1,2020-12-20,B.1.36.2
OM096747.1,2021-12-18,AY.39
OL791849.1,2021-09-16,AY.103
MZ258944.1,2021-03-17,B.1.2
MZ238403.1,2021-05-04,B.1.1.7
OL868150.1,2021-09-29,AY.119
OL831353.1,2021-12-07,AY.3
MZ349151.1,2021-04-04,B.1.1.7
MZ009750.1,2021-04-03,B.1.1.7
MZ283679.1,2021-04-22,B.1.1.7
OM231939.1,2021-12-28,BA.1.15
OM130142.1,2021-11-12,AY.100
OM097295.1,2021-12-18,AY.25
OM095695.1,2021-12-04,AY.44
OL729381.1,2021-11-02,AY.119.2
OM527551.1,2022-01-18,BA.1.1
MW864696.1,2021-03-05,B.1.1.7
OL969288.1,2021-12-04,AY.25
OL776119.1,2021-11-10,AY.103
OW512440.1,2022-01-20,BA.1.1
OM474921.1,2022-01-18,BA.1.1
MZ253181.1,2021-05-02,B.1.1.7
MW577797.1,2021-01-12,B.1.2
OM305539.1,2021-12-29,BA.1.15
OM161666.1,2021-12-17,BA.1.15
OD951077.1,2021-01-15,B.1.177
OM764937.1,2022-01-31,BA.1.1
MW699900.1,2021-02-26,B.1.1.7
OM089073.1,2021-12-22,BA.1.1
OU448153.1,2021-07-09,AY.4
OM363789.1,2021-12-29,BA.1.1
OL721551.1,2021-11-24,AY.103
OU737786.1,2021-07-29,AY.4
OD969035.1,2021-01-29,B.1.1.7
OM414618.1,2021-12-31,BA.1.15
OM876551.1,2021-12-23,AY.25
MW766843.1,2021-02-13,B.1.243
MZ011054.1,2021-03-29,B.1.1.519
ON383230.1,2022-01-03,BA.1.15
MW864467.1,2021-03-21,B.1.568
OL725701.1,2021-11-03,AY.44
MW793062.1,2021-03-07,B.1.1.316
OD898541.1,2020-10-30,B.1.471
OD917915.1,2020-12-15,B.1.1.7
OM012443.1,2021-12-15,BA.1.15
OD991009.1,2021-02-10,B.1.1.7
OL896285.1,2021-11-22,AY.103
OM039514.1,2021-12-02,AY.103
OM691295.1,2022-01-20,BA.1.15
OU030162.1,2021-02-15,B.1.1.7
OM024747.1,2021-11-30,AY.39
OM095587.1,2021-12-04,AY.119
OM294848.1,2021-10-25,AY.44
OD950222.1,2021-01-20,B.1.1.7
OU811739.1,2021-01-20,unclassifiable
OD943860.1,2021-01-09,B.1.1.7
OW462963.1,2022-01-27,BA.1.20
OD922240.1,2020-12-29,B.1.1.7
OW097801.1,2021-12-13,AY.4
MW767602.1,2021-03-04,B.1.2
OL715780.1,2021-11-27,AY.25
OM350854.1,2022-01-04,BA.1.1.18
OD899155.1,2020-11-15,B.1.177
OM295458.1,2021-12-16,AY.116.1
OL903105.1,2021-12-04,AY.103
MW869006.1,2021-03-08,B.1.1.7
OM332222.1,2021-12-29,BA.1.1
MZ798951.1,2021-03-25,B.1.526
MZ085998.1,2021-04-14,B.1.1.7
MZ318334.1,2021-05-09,B.1.526
OM120393.1,2021-12-27,BA.1.15
OM019368.1,2021-11-26,AY.100
ON339899.1,2020-12-11,B.1.2
OM197135.1,2021-12-26,BA.1.15
OD976026.1,2021-01-22,B.1.1.7
OL819452.1,2021-11-30,AY.25
OD942396.1,2021-01-14,B.1.177.10
OM571001.1,2022-01-27,BA.1
OW461289.1,2022-01-24,BA.1
OD942856.1,2021-01-12,B.1.1.7
OM673564.1,2022-01-28,BA.1.15
MW519688.1,2021-01-06,B.1.2
OM651691.1,2022-01-31,BA.1.1
OV133421.1,2021-11-10,AY.122
OB983458.1,2020-10-15,B.1.177.87
OD945043.1,2021-01-15,B.1.177.16
OV282460.1,2021-11-28,AY.4
OW414398.1,2022-01-02,BA.1
MW483601.1,2020-11-02,B.1.2
OD975814.1,2021-01-25,B.1.1.7
ON580107.1,2021-09-10,AY.46.3
OL927650.1,2021-11-22,AY.119
OM190634.1,2021-04-24,B.1.617.2
ON358312.1,2022-01-26,BA.1.17
MZ252172.1,2021-05-04,B.1.1.7
OM071746.1,2021-12-17,AY.44
OW516770.1,2021-12-31,BA.1.1.13
OD977208.1,2021-01-22,B.1.1.7
OW120824.1,2022-01-28,BA.2.9
OU443306.1,2021-01-19,B.1.1.7
OM200012.1,2021-12-26,BA.1.15
MZ253712.1,2021-05-06,B.1.526
OL931975.1,2021-11-19,AY.103
MW674257.1,2021-02-12,B.1.2
OL895245.1,2021-11-04,AY.44
OM665834.1,2022-01-29,BA.1.1
MZ705937.1,2021-07-08,B.1.1.7
ON277516.1,2021-09-08,AY.43
OD986125.1,2021-02-13,B.1.1.7
OW109487.1,2021-12-28,BA.1.17.2
OX090525.1,2022-01-04,BA.1.1
ON488278.1,2021-10-23,AY.20
OD942326.1,2021-01-15,B.1.1.7
OM109099.1,2021-12-08,AY.44
OM647481.1,2022-01-24,BA.1.20
OL826661.1,2020-11-23,B.1.2
OL950395.1,2021-11-08,AY.25
MW851160.1,2021-02-27,B.1.429
OM080320.1,2021-12-06,AY.122
OX087708.1,2022-01-26,BA.1.1
OD910385.1,2020-12-05,B.1.177
ON264221.1,2022-01-27,BA.1.1
OB991393.1,2020-11-02,B.1.177
OD934912.1,2021-01-11,B.1.1.7
MW777278.1,2021-02-14,B.1.429
OU811387.1,2021-09-16,AY.4
OM699722.1,2022-02-01,BA.1.15
ON893279.1,2021-08-17,AY.100
OW515917.1,2021-09-30,AY.4
OB984464.1,2020-10-10,B.1.177
MZ290332.1,2021-05-05,B.1.1.7
OM619809.1,2022-01-28,BA.1.1
OM150821.1,2021-12-08,AY.25.1
OM565190.1,2022-01-25,BA.1.1
MZ702431.1,2021-06-01,B.1.637
MZ059023.1,2021-04-11,B.1.1.7
OL864583.1,2021-12-02,AY.47
MZ640425.1,2021-04-09,B.1.526
OU732140.1,2021-08-21,AY.4
OM134966.1,2021-12-21,BA.1.1
MZ282507.1,2021-04-30,B.1.526
OU814691.1,2021-02-08,B.1.1.7
OL454546.1,2020-10-15,B.1.1
OM703186.1,2022-01-28,BA.1.1
